Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days,Temperature (°F),Growth Weeks,Normalized Humidity,Humidity Level
18,2023-08-28,29.4,66,544,6.1,26,84.91999999999999,3.71,0.5333333333333333,High
18,2023-08-29,28.7,59,699,6.8,27,83.66,3.86,0.3,Moderate
18,2023-08-30,29.1,70,637,6.4,28,84.38000000000001,4.0,0.6666666666666666,High
18,2023-08-31,29.2,73,772,6.6,29,84.56,4.14,0.7666666666666667,High
18,2023-09-01,31.7,78,746,6.2,30,89.06,4.29,0.9333333333333333,High
18,2023-09-02,31.7,67,579,6.3,31,89.06,4.43,0.5666666666666667,High
18,2023-09-03,31.7,64,740,6.1,32,89.06,4.57,0.4666666666666667,High
18,2023-09-04,31.7,68,442,6.6,33,89.06,4.71,0.6,High
18,2023-09-05,32.0,60,730,6.5,34,89.6,4.86,0.3333333333333333,Moderate
18,2023-09-06,32.1,73,423,6.2,35,89.78,5.0,0.7666666666666667,High
18,2023-09-07,31.5,75,493,6.2,36,88.7,5.14,0.8333333333333334,High
18,2023-09-08,29.8,75,587,6.1,37,85.64,5.29,0.8333333333333334,High
18,2023-09-09,20.1,77,404,6.4,38,68.18,5.43,0.9,High
18,2023-09-10,31.1,61,408,6.5,39,87.98,5.57,0.36666666666666664,High
18,2023-09-11,31.2,70,555,6.3,40,88.16,5.71,0.6666666666666666,High
18,2023-09-12,31.2,78,440,6.5,41,88.16,5.86,0.9333333333333333,High
18,2023-09-13,30.4,59,501,6.0,42,86.72,6.0,0.3,Moderate
18,2023-09-14,29.1,76,750,6.6,43,84.38000000000001,6.14,0.8666666666666667,High
18,2023-09-15,30.6,51,491,6.5,44,87.08000000000001,6.29,0.03333333333333333,Moderate
18,2023-09-16,31.5,78,705,6.8,45,88.7,6.43,0.9333333333333333,High
19,2023-08-03,33.4,51,492,6.3,1,92.11999999999999,0.14,0.03333333333333333,Moderate
19,2023-08-04,33.5,74,552,6.5,2,92.3,0.29,0.8,High
19,2023-08-05,33.4,72,646,6.1,3,92.11999999999999,0.43,0.7333333333333333,High
19,2023-08-06,33.4,80,405,6.8,4,92.11999999999999,0.57,1.0,High
19,2023-08-07,33.4,65,661,6.3,5,92.11999999999999,0.71,0.5,High
19,2023-08-08,32.3,63,651,6.5,6,90.14,0.86,0.43333333333333335,High
19,2023-08-09,32.3,72,747,6.1,7,90.14,1.0,0.7333333333333333,High
19,2023-08-10,22.7,75,693,6.5,8,72.86,1.14,0.8333333333333334,High
19,2023-08-11,31.9,59,486,6.7,9,89.41999999999999,1.29,0.3,Moderate
19,2023-08-12,30.2,79,486,6.8,10,86.36,1.43,0.9666666666666667,High
19,2023-08-13,30.1,59,655,6.6,11,86.18,1.57,0.3,Moderate
19,2023-08-14,30.1,71,503,6.5,12,86.18,1.71,0.7,High
19,2023-08-15,30.1,71,763,6.3,13,86.18,1.86,0.7,High
19,2023-08-16,29.8,72,599,6.7,14,85.64,2.0,0.7333333333333333,High
19,2023-08-17,29.6,75,587,6.1,15,85.28,2.14,0.8333333333333334,High
19,2023-08-18,30.9,63,790,6.7,16,87.61999999999999,2.29,0.43333333333333335,High
19,2023-08-19,30.8,73,415,6.5,17,87.44,2.43,0.7666666666666667,High
19,2023-08-20,30.9,57,708,6.2,18,87.61999999999999,2.57,0.23333333333333334,Moderate
19,2023-08-21,30.2,64,539,6.3,19,86.36,2.71,0.4666666666666667,High
19,2023-08-22,30.5,77,745,6.2,20,86.9,2.86,0.9,High
19,2023-08-23,30.8,69,515,6.2,21,87.44,3.0,0.6333333333333333,High
19,2023-08-24,31.3,69,637,6.7,22,88.34,3.14,0.6333333333333333,High
19,2023-08-25,31.4,67,455,6.7,23,88.52,3.29,0.5666666666666667,High
19,2023-08-26,31.4,78,576,6.5,24,88.52,3.43,0.9333333333333333,High
19,2023-08-27,30.1,68,606,6.0,25,86.18,3.57,0.6,High
19,2023-08-28,29.4,80,623,6.4,26,84.91999999999999,3.71,1.0,High
19,2023-08-29,28.7,76,498,6.2,27,83.66,3.86,0.8666666666666667,High
19,2023-08-30,29.1,75,411,6.6,28,84.38000000000001,4.0,0.8333333333333334,High
19,2023-08-31,29.2,72,789,6.1,29,84.56,4.14,0.7333333333333333,High
19,2023-09-01,31.7,50,459,6.4,30,89.06,4.29,0.0,Moderate
19,2023-09-02,31.7,60,401,6.5,31,89.06,4.43,0.3333333333333333,Moderate
19,2023-09-03,31.7,53,583,6.1,32,89.06,4.57,0.1,Moderate
19,2023-09-04,31.7,76,434,6.8,33,89.06,4.71,0.8666666666666667,High
19,2023-09-05,32.0,76,563,6.6,34,89.6,4.86,0.8666666666666667,High
19,2023-09-06,32.1,52,497,6.1,35,89.78,5.0,0.06666666666666667,Moderate
19,2023-09-07,31.5,61,680,6.2,36,88.7,5.14,0.36666666666666664,High
19,2023-09-08,29.8,53,553,6.6,37,85.64,5.29,0.1,Moderate
19,2023-09-09,20.1,68,611,6.2,38,68.18,5.43,0.6,High
19,2023-09-10,31.1,64,588,6.2,39,87.98,5.57,0.4666666666666667,High
19,2023-09-11,31.2,53,503,6.4,40,88.16,5.71,0.1,Moderate
19,2023-09-12,31.2,67,449,6.0,41,88.16,5.86,0.5666666666666667,High
19,2023-09-13,30.4,52,417,6.6,42,86.72,6.0,0.06666666666666667,Moderate
19,2023-09-14,29.1,51,437,6.1,43,84.38000000000001,6.14,0.03333333333333333,Moderate
19,2023-09-15,30.6,73,536,6.5,44,87.08000000000001,6.29,0.7666666666666667,High
19,2023-09-16,31.5,70,571,6.3,45,88.7,6.43,0.6666666666666666,High
20,2023-08-03,33.4,56,708,6.1,1,92.11999999999999,0.14,0.2,Moderate
20,2023-08-04,33.5,73,597,6.7,2,92.3,0.29,0.7666666666666667,High
20,2023-08-05,33.4,60,483,6.7,3,92.11999999999999,0.43,0.3333333333333333,Moderate
20,2023-08-06,33.4,66,729,6.7,4,92.11999999999999,0.57,0.5333333333333333,High
20,2023-08-07,33.4,72,430,6.0,5,92.11999999999999,0.71,0.7333333333333333,High
20,2023-08-08,32.3,76,529,6.2,6,90.14,0.86,0.8666666666666667,High
20,2023-08-09,32.3,69,767,6.3,7,90.14,1.0,0.6333333333333333,High
20,2023-08-10,22.7,57,648,6.4,8,72.86,1.14,0.23333333333333334,Moderate
20,2023-08-11,31.9,50,592,6.6,9,89.41999999999999,1.29,0.0,Moderate
20,2023-08-12,30.2,60,702,6.7,10,86.36,1.43,0.3333333333333333,Moderate
20,2023-08-13,30.1,72,747,6.5,11,86.18,1.57,0.7333333333333333,High
20,2023-08-14,30.1,75,611,6.4,12,86.18,1.71,0.8333333333333334,High
20,2023-08-15,30.1,72,562,6.0,13,86.18,1.86,0.7333333333333333,High
20,2023-08-16,29.8,54,693,6.0,14,85.64,2.0,0.13333333333333333,Moderate
20,2023-08-17,29.6,79,626,6.2,15,85.28,2.14,0.9666666666666667,High
20,2023-08-18,30.9,61,717,6.4,16,87.61999999999999,2.29,0.36666666666666664,High
20,2023-08-19,30.8,66,722,6.1,17,87.44,2.43,0.5333333333333333,High
20,2023-08-20,30.9,57,621,6.7,18,87.61999999999999,2.57,0.23333333333333334,Moderate
20,2023-08-21,30.2,61,458,6.7,19,86.36,2.71,0.36666666666666664,High
20,2023-08-22,30.5,69,596,6.0,20,86.9,2.86,0.6333333333333333,High
20,2023-08-23,30.8,66,770,6.1,21,87.44,3.0,0.5333333333333333,High
20,2023-08-24,31.3,77,405,6.4,22,88.34,3.14,0.9,High
20,2023-08-25,31.4,76,796,6.8,23,88.52,3.29,0.8666666666666667,High
20,2023-08-26,31.4,77,575,6.1,24,88.52,3.43,0.9,High
20,2023-08-27,30.1,74,415,6.6,25,86.18,3.57,0.8,High
20,2023-08-28,29.4,60,453,6.3,26,84.91999999999999,3.71,0.3333333333333333,Moderate
20,2023-08-29,28.7,53,727,6.4,27,83.66,3.86,0.1,Moderate
20,2023-08-30,29.1,50,494,6.2,28,84.38000000000001,4.0,0.0,Moderate
20,2023-08-31,29.2,52,612,6.8,29,84.56,4.14,0.06666666666666667,Moderate
20,2023-09-01,31.7,75,502,6.5,30,89.06,4.29,0.8333333333333334,High
20,2023-09-02,31.7,68,742,6.5,31,89.06,4.43,0.6,High
20,2023-09-03,31.7,54,748,6.4,32,89.06,4.57,0.13333333333333333,Moderate
20,2023-09-04,31.7,68,611,6.2,33,89.06,4.71,0.6,High
20,2023-09-05,32.0,71,486,6.7,34,89.6,4.86,0.7,High
20,2023-09-06,32.1,68,607,6.2,35,89.78,5.0,0.6,High
20,2023-09-07,31.5,71,513,6.4,36,88.7,5.14,0.7,High
20,2023-09-08,29.8,51,591,6.6,37,85.64,5.29,0.03333333333333333,Moderate
20,2023-09-09,20.1,55,441,6.5,38,68.18,5.43,0.16666666666666666,Moderate
20,2023-09-10,31.1,74,637,6.2,39,87.98,5.57,0.8,High
20,2023-09-11,31.2,74,560,6.2,40,88.16,5.71,0.8,High
20,2023-09-12,31.2,51,588,6.6,41,88.16,5.86,0.03333333333333333,Moderate
20,2023-09-13,30.4,72,518,6.1,42,86.72,6.0,0.7333333333333333,High
20,2023-09-14,29.1,51,570,6.3,43,84.38000000000001,6.14,0.03333333333333333,Moderate
20,2023-09-15,30.6,70,505,6.8,44,87.08000000000001,6.29,0.6666666666666666,High
20,2023-09-16,31.5,57,759,6.6,45,88.7,6.43,0.23333333333333334,Moderate
21,2023-08-03,33.4,54,530,6.1,1,92.11999999999999,0.14,0.13333333333333333,Moderate
21,2023-08-04,33.5,65,626,6.7,2,92.3,0.29,0.5,High
21,2023-08-05,33.4,80,516,6.5,3,92.11999999999999,0.43,1.0,High
21,2023-08-06,33.4,63,592,6.0,4,92.11999999999999,0.57,0.43333333333333335,High
21,2023-08-07,33.4,52,726,6.4,5,92.11999999999999,0.71,0.06666666666666667,Moderate
21,2023-08-08,32.3,63,443,6.2,6,90.14,0.86,0.43333333333333335,High
21,2023-08-09,32.3,72,727,6.4,7,90.14,1.0,0.7333333333333333,High
21,2023-08-10,22.7,60,625,6.1,8,72.86,1.14,0.3333333333333333,Moderate
21,2023-08-11,31.9,78,510,6.5,9,89.41999999999999,1.29,0.9333333333333333,High
21,2023-08-12,30.2,67,460,6.6,10,86.36,1.43,0.5666666666666667,High
21,2023-08-13,30.1,77,673,6.1,11,86.18,1.57,0.9,High
21,2023-08-14,30.1,75,504,6.5,12,86.18,1.71,0.8333333333333334,High
21,2023-08-15,30.1,76,660,6.2,13,86.18,1.86,0.8666666666666667,High
21,2023-08-16,29.8,54,418,6.8,14,85.64,2.0,0.13333333333333333,Moderate
21,2023-08-17,29.6,71,514,6.7,15,85.28,2.14,0.7,High
21,2023-08-18,30.9,53,778,6.4,16,87.61999999999999,2.29,0.1,Moderate
21,2023-08-19,30.8,75,615,6.3,17,87.44,2.43,0.8333333333333334,High
21,2023-08-20,30.9,63,785,6.4,18,87.61999999999999,2.57,0.43333333333333335,High
21,2023-08-21,30.2,74,636,6.7,19,86.36,2.71,0.8,High
21,2023-08-22,30.5,53,576,6.4,20,86.9,2.86,0.1,Moderate
21,2023-08-23,30.8,76,501,6.7,21,87.44,3.0,0.8666666666666667,High
21,2023-08-24,31.3,59,594,6.1,22,88.34,3.14,0.3,Moderate
21,2023-08-25,31.4,60,640,6.8,23,88.52,3.29,0.3333333333333333,Moderate
21,2023-08-26,31.4,73,553,6.6,24,88.52,3.43,0.7666666666666667,High
21,2023-08-27,30.1,59,659,6.7,25,86.18,3.57,0.3,Moderate
21,2023-08-28,29.4,68,600,6.1,26,84.91999999999999,3.71,0.6,High
21,2023-08-29,28.7,80,500,6.5,27,83.66,3.86,1.0,High
21,2023-08-30,29.1,55,653,6.2,28,84.38000000000001,4.0,0.16666666666666666,Moderate
21,2023-08-31,29.2,76,559,6.7,29,84.56,4.14,0.8666666666666667,High
21,2023-09-01,31.7,60,511,6.6,30,89.06,4.29,0.3333333333333333,Moderate
21,2023-09-02,31.7,66,758,6.2,31,89.06,4.43,0.5333333333333333,High
21,2023-09-03,31.7,50,448,6.3,32,89.06,4.57,0.0,Moderate
21,2023-09-04,31.7,69,620,6.1,33,89.06,4.71,0.6333333333333333,High
21,2023-09-05,32.0,59,686,6.1,34,89.6,4.86,0.3,Moderate
21,2023-09-06,32.1,62,538,6.2,35,89.78,5.0,0.4,High
21,2023-09-07,31.5,72,784,6.1,36,88.7,5.14,0.7333333333333333,High
21,2023-09-08,29.8,64,550,6.2,37,85.64,5.29,0.4666666666666667,High
21,2023-09-09,20.1,70,470,6.4,38,68.18,5.43,0.6666666666666666,High
21,2023-09-10,31.1,70,698,6.2,39,87.98,5.57,0.6666666666666666,High
21,2023-09-11,31.2,77,610,6.4,40,88.16,5.71,0.9,High
21,2023-09-12,31.2,50,479,6.4,41,88.16,5.86,0.0,Moderate
21,2023-09-13,30.4,63,630,6.3,42,86.72,6.0,0.43333333333333335,High
21,2023-09-14,29.1,50,661,6.2,43,84.38000000000001,6.14,0.0,Moderate
21,2023-09-15,30.6,76,528,6.4,44,87.08000000000001,6.29,0.8666666666666667,High
21,2023-09-16,31.5,67,454,6.4,45,88.7,6.43,0.5666666666666667,High
22,2023-08-03,33.4,70,620,6.2,1,92.11999999999999,0.14,0.6666666666666666,High
22,2023-08-04,33.5,63,800,6.5,2,92.3,0.29,0.43333333333333335,High
22,2023-08-05,33.4,50,602,6.0,3,92.11999999999999,0.43,0.0,Moderate
22,2023-08-06,33.4,50,721,6.0,4,92.11999999999999,0.57,0.0,Moderate
22,2023-08-07,33.4,65,571,6.3,5,92.11999999999999,0.71,0.5,High
22,2023-08-08,32.3,77,631,6.8,6,90.14,0.86,0.9,High
22,2023-08-09,32.3,70,418,6.0,7,90.14,1.0,0.6666666666666666,High
22,2023-08-10,22.7,50,783,6.1,8,72.86,1.14,0.0,Moderate
22,2023-08-11,31.9,74,480,6.7,9,89.41999999999999,1.29,0.8,High
22,2023-08-12,30.2,75,771,6.4,10,86.36,1.43,0.8333333333333334,High
22,2023-08-13,30.1,64,519,6.7,11,86.18,1.57,0.4666666666666667,High
22,2023-08-14,30.1,75,713,6.8,12,86.18,1.71,0.8333333333333334,High
22,2023-08-15,30.1,52,405,6.3,13,86.18,1.86,0.06666666666666667,Moderate
22,2023-08-16,29.8,72,551,6.1,14,85.64,2.0,0.7333333333333333,High
22,2023-08-17,29.6,65,651,6.7,15,85.28,2.14,0.5,High
22,2023-08-18,30.9,56,734,6.6,16,87.61999999999999,2.29,0.2,Moderate
22,2023-08-19,30.8,67,479,6.7,17,87.44,2.43,0.5666666666666667,High
22,2023-08-20,30.9,76,749,6.7,18,87.61999999999999,2.57,0.8666666666666667,High
22,2023-08-21,30.2,55,678,6.0,19,86.36,2.71,0.16666666666666666,Moderate
22,2023-08-22,30.5,52,534,6.2,20,86.9,2.86,0.06666666666666667,Moderate
22,2023-08-23,30.8,64,596,6.6,21,87.44,3.0,0.4666666666666667,High
22,2023-08-24,31.3,51,542,6.3,22,88.34,3.14,0.03333333333333333,Moderate
22,2023-08-25,31.4,68,609,6.1,23,88.52,3.29,0.6,High
22,2023-08-26,31.4,58,681,6.3,24,88.52,3.43,0.26666666666666666,Moderate
22,2023-08-27,30.1,72,402,6.1,25,86.18,3.57,0.7333333333333333,High
22,2023-08-28,29.4,73,745,6.4,26,84.91999999999999,3.71,0.7666666666666667,High
22,2023-08-29,28.7,57,751,6.4,27,83.66,3.86,0.23333333333333334,Moderate
22,2023-08-30,29.1,66,665,6.5,28,84.38000000000001,4.0,0.5333333333333333,High
22,2023-08-31,29.2,58,596,6.5,29,84.56,4.14,0.26666666666666666,Moderate
22,2023-09-01,31.7,77,783,6.2,30,89.06,4.29,0.9,High
22,2023-09-02,31.7,59,519,6.2,31,89.06,4.43,0.3,Moderate
22,2023-09-03,31.7,75,736,6.3,32,89.06,4.57,0.8333333333333334,High
22,2023-09-04,31.7,59,533,6.7,33,89.06,4.71,0.3,Moderate
22,2023-09-05,32.0,73,414,6.6,34,89.6,4.86,0.7666666666666667,High
22,2023-09-06,32.1,67,473,6.7,35,89.78,5.0,0.5666666666666667,High
22,2023-09-07,31.5,67,428,6.0,36,88.7,5.14,0.5666666666666667,High
22,2023-09-08,29.8,71,665,6.4,37,85.64,5.29,0.7,High
22,2023-09-09,20.1,62,560,6.8,38,68.18,5.43,0.4,High
22,2023-09-10,31.1,50,782,6.8,39,87.98,5.57,0.0,Moderate
22,2023-09-11,31.2,72,765,6.2,40,88.16,5.71,0.7333333333333333,High
22,2023-09-12,31.2,65,724,6.3,41,88.16,5.86,0.5,High
22,2023-09-13,30.4,52,440,6.3,42,86.72,6.0,0.06666666666666667,Moderate
22,2023-09-14,29.1,60,492,6.7,43,84.38000000000001,6.14,0.3333333333333333,Moderate
22,2023-09-15,30.6,60,664,6.6,44,87.08000000000001,6.29,0.3333333333333333,Moderate
22,2023-09-16,31.5,71,578,6.8,45,88.7,6.43,0.7,High
23,2023-08-03,33.4,59,745,6.0,1,92.11999999999999,0.14,0.3,Moderate
23,2023-08-04,33.5,56,476,6.5,2,92.3,0.29,0.2,Moderate
23,2023-08-05,33.4,76,473,6.2,3,92.11999999999999,0.43,0.8666666666666667,High
23,2023-08-06,33.4,54,633,6.0,4,92.11999999999999,0.57,0.13333333333333333,Moderate
23,2023-08-07,33.4,61,627,6.4,5,92.11999999999999,0.71,0.36666666666666664,High
23,2023-08-08,32.3,78,529,6.4,6,90.14,0.86,0.9333333333333333,High
23,2023-08-09,32.3,68,514,6.5,7,90.14,1.0,0.6,High
23,2023-08-10,22.7,80,475,6.2,8,72.86,1.14,1.0,High
23,2023-08-11,31.9,78,497,6.5,9,89.41999999999999,1.29,0.9333333333333333,High
23,2023-08-12,30.2,78,761,6.7,10,86.36,1.43,0.9333333333333333,High
23,2023-08-13,30.1,55,631,6.4,11,86.18,1.57,0.16666666666666666,Moderate
23,2023-08-14,30.1,67,547,6.8,12,86.18,1.71,0.5666666666666667,High
23,2023-08-15,30.1,52,607,6.3,13,86.18,1.86,0.06666666666666667,Moderate
23,2023-08-16,29.8,50,722,6.5,14,85.64,2.0,0.0,Moderate
23,2023-08-17,29.6,63,546,6.7,15,85.28,2.14,0.43333333333333335,High
23,2023-08-18,30.9,74,612,6.5,16,87.61999999999999,2.29,0.8,High
23,2023-08-19,30.8,71,697,6.7,17,87.44,2.43,0.7,High
23,2023-08-20,30.9,67,566,6.1,18,87.61999999999999,2.57,0.5666666666666667,High
23,2023-08-21,30.2,69,791,6.4,19,86.36,2.71,0.6333333333333333,High
23,2023-08-22,30.5,67,577,6.3,20,86.9,2.86,0.5666666666666667,High
23,2023-08-23,30.8,59,798,6.2,21,87.44,3.0,0.3,Moderate
23,2023-08-24,31.3,72,737,6.8,22,88.34,3.14,0.7333333333333333,High
23,2023-08-25,31.4,51,778,6.0,23,88.52,3.29,0.03333333333333333,Moderate
23,2023-08-26,31.4,57,602,6.3,24,88.52,3.43,0.23333333333333334,Moderate
23,2023-08-27,30.1,52,720,6.5,25,86.18,3.57,0.06666666666666667,Moderate
23,2023-08-28,29.4,75,685,6.1,26,84.91999999999999,3.71,0.8333333333333334,High
23,2023-08-29,28.7,78,550,6.1,27,83.66,3.86,0.9333333333333333,High
23,2023-08-30,29.1,67,755,6.8,28,84.38000000000001,4.0,0.5666666666666667,High
23,2023-08-31,29.2,56,630,6.3,29,84.56,4.14,0.2,Moderate
23,2023-09-01,31.7,77,575,6.3,30,89.06,4.29,0.9,High
23,2023-09-02,31.7,71,449,6.2,31,89.06,4.43,0.7,High
23,2023-09-03,31.7,66,538,6.3,32,89.06,4.57,0.5333333333333333,High
23,2023-09-04,31.7,53,465,6.5,33,89.06,4.71,0.1,Moderate
23,2023-09-05,32.0,71,560,6.7,34,89.6,4.86,0.7,High
23,2023-09-06,32.1,76,749,6.3,35,89.78,5.0,0.8666666666666667,High
23,2023-09-07,31.5,69,518,6.6,36,88.7,5.14,0.6333333333333333,High
23,2023-09-08,29.8,64,640,6.6,37,85.64,5.29,0.4666666666666667,High
23,2023-09-09,20.1,73,572,6.7,38,68.18,5.43,0.7666666666666667,High
23,2023-09-10,31.1,52,528,6.5,39,87.98,5.57,0.06666666666666667,Moderate
23,2023-09-11,31.2,66,530,6.3,40,88.16,5.71,0.5333333333333333,High
23,2023-09-12,31.2,53,515,6.0,41,88.16,5.86,0.1,Moderate
23,2023-09-13,30.4,69,665,6.4,42,86.72,6.0,0.6333333333333333,High
23,2023-09-14,29.1,65,602,6.7,43,84.38000000000001,6.14,0.5,High
23,2023-09-15,30.6,55,776,6.6,44,87.08000000000001,6.29,0.16666666666666666,Moderate
23,2023-09-16,30.6,55,776,6.6,45,87.08000000000001,6.43,0.16666666666666666,Moderate
23,2023-09-17,33.4,56,632,6.4,46,92.11999999999999,6.57,0.2,Moderate
24,2023-08-03,33.5,76,534,6.3,1,92.3,0.14,0.8666666666666667,High
24,2023-08-04,33.4,64,647,6.1,2,92.11999999999999,0.29,0.4666666666666667,High
24,2023-08-05,33.4,72,704,6.5,3,92.11999999999999,0.43,0.7333333333333333,High
24,2023-08-06,33.4,72,606,6.8,4,92.11999999999999,0.57,0.7333333333333333,High
24,2023-08-07,32.3,76,608,6.3,5,90.14,0.71,0.8666666666666667,High
24,2023-08-08,32.3,50,782,6.5,6,90.14,0.86,0.0,Moderate
24,2023-08-09,22.7,64,683,6.2,7,72.86,1.0,0.4666666666666667,High
24,2023-08-10,31.9,72,441,6.6,8,89.41999999999999,1.14,0.7333333333333333,High
24,2023-08-11,30.2,70,766,6.0,9,86.36,1.29,0.6666666666666666,High
24,2023-08-12,30.1,58,661,6.0,10,86.18,1.43,0.26666666666666666,Moderate
24,2023-08-13,30.1,54,582,6.1,11,86.18,1.57,0.13333333333333333,Moderate
24,2023-08-14,30.1,55,676,6.1,12,86.18,1.71,0.16666666666666666,Moderate
24,2023-08-15,29.8,74,576,6.3,13,85.64,1.86,0.8,High
24,2023-08-16,29.6,69,566,6.0,14,85.28,2.0,0.6333333333333333,High
24,2023-08-17,30.9,78,719,6.6,15,87.61999999999999,2.14,0.9333333333333333,High
24,2023-08-18,30.8,67,412,6.5,16,87.44,2.29,0.5666666666666667,High
24,2023-08-19,30.9,70,683,6.2,17,87.61999999999999,2.43,0.6666666666666666,High
24,2023-08-20,30.2,65,749,6.6,18,86.36,2.57,0.5,High
24,2023-08-21,30.5,69,747,6.7,19,86.9,2.71,0.6333333333333333,High
24,2023-08-22,30.8,57,716,6.1,20,87.44,2.86,0.23333333333333334,Moderate
24,2023-08-23,31.3,77,658,6.1,21,88.34,3.0,0.9,High
24,2023-08-24,31.4,72,401,6.4,22,88.52,3.14,0.7333333333333333,High
24,2023-08-25,31.4,51,547,6.3,23,88.52,3.29,0.03333333333333333,Moderate
24,2023-08-26,30.1,74,691,6.5,24,86.18,3.43,0.8,High
24,2023-08-27,29.4,74,513,6.3,25,84.91999999999999,3.57,0.8,High
24,2023-08-28,28.7,77,718,6.2,26,83.66,3.71,0.9,High
24,2023-08-29,29.1,68,748,6.6,27,84.38000000000001,3.86,0.6,High
24,2023-08-30,29.2,56,430,6.0,28,84.56,4.0,0.2,Moderate
24,2023-08-31,31.7,75,634,6.6,29,89.06,4.14,0.8333333333333334,High
24,2023-09-01,31.7,59,532,6.5,30,89.06,4.29,0.3,Moderate
24,2023-09-02,31.7,76,664,6.6,31,89.06,4.43,0.8666666666666667,High
24,2023-09-03,31.7,76,465,6.6,32,89.06,4.57,0.8666666666666667,High
24,2023-09-04,32.0,69,491,6.1,33,89.6,4.71,0.6333333333333333,High
24,2023-09-05,32.1,61,428,6.5,34,89.78,4.86,0.36666666666666664,High
24,2023-09-06,31.5,50,591,6.0,35,88.7,5.0,0.0,Moderate
24,2023-09-07,29.8,61,604,6.0,36,85.64,5.14,0.36666666666666664,High
24,2023-09-08,20.1,75,485,6.4,37,68.18,5.29,0.8333333333333334,High
24,2023-09-09,31.1,71,756,6.1,38,87.98,5.43,0.7,High
24,2023-09-10,31.2,51,624,6.4,39,88.16,5.57,0.03333333333333333,Moderate
24,2023-09-11,31.2,70,402,6.7,40,88.16,5.71,0.6666666666666666,High
24,2023-09-12,30.4,69,490,6.0,41,86.72,5.86,0.6333333333333333,High
24,2023-09-13,29.1,51,697,6.1,42,84.38000000000001,6.0,0.03333333333333333,Moderate
24,2023-09-14,30.6,56,546,6.0,43,87.08000000000001,6.14,0.2,Moderate
24,2023-09-15,31.5,70,503,6.5,44,88.7,6.29,0.6666666666666666,High
24,2023-09-16,25.0,62,490,6.1,45,77.0,6.43,0.4,High
25,2023-08-03,33.4,53,598,6.7,1,92.11999999999999,0.14,0.1,Moderate
25,2023-08-04,33.5,60,428,6.0,2,92.3,0.29,0.3333333333333333,Moderate
25,2023-08-05,33.4,77,558,6.5,3,92.11999999999999,0.43,0.9,High
25,2023-08-06,33.4,57,640,6.3,4,92.11999999999999,0.57,0.23333333333333334,Moderate
25,2023-08-07,33.4,53,781,6.2,5,92.11999999999999,0.71,0.1,Moderate
25,2023-08-08,32.3,75,603,6.4,6,90.14,0.86,0.8333333333333334,High
25,2023-08-09,32.3,66,567,6.2,7,90.14,1.0,0.5333333333333333,High
25,2023-08-10,22.7,72,525,6.8,8,72.86,1.14,0.7333333333333333,High
25,2023-08-11,31.9,76,533,6.0,9,89.41999999999999,1.29,0.8666666666666667,High
25,2023-08-12,30.2,77,453,6.4,10,86.36,1.43,0.9,High
25,2023-08-13,30.1,64,503,6.7,11,86.18,1.57,0.4666666666666667,High
25,2023-08-14,30.1,63,744,6.2,12,86.18,1.71,0.43333333333333335,High
25,2023-08-15,30.1,76,424,6.4,13,86.18,1.86,0.8666666666666667,High
25,2023-08-16,29.8,55,797,6.2,14,85.64,2.0,0.16666666666666666,Moderate
25,2023-08-17,29.6,55,668,6.7,15,85.28,2.14,0.16666666666666666,Moderate
25,2023-08-18,30.9,67,411,6.3,16,87.61999999999999,2.29,0.5666666666666667,High
25,2023-08-19,30.8,74,467,6.0,17,87.44,2.43,0.8,High
25,2023-08-20,30.9,70,637,6.3,18,87.61999999999999,2.57,0.6666666666666666,High
25,2023-08-21,30.2,69,719,6.4,19,86.36,2.71,0.6333333333333333,High
25,2023-08-22,30.5,77,703,6.4,20,86.9,2.86,0.9,High
25,2023-08-23,30.8,79,738,6.6,21,87.44,3.0,0.9666666666666667,High
25,2023-08-24,31.3,73,761,6.8,22,88.34,3.14,0.7666666666666667,High
25,2023-08-25,31.4,54,760,6.6,23,88.52,3.29,0.13333333333333333,Moderate
25,2023-08-26,31.4,72,467,6.5,24,88.52,3.43,0.7333333333333333,High
25,2023-08-27,30.1,57,448,6.1,25,86.18,3.57,0.23333333333333334,Moderate
25,2023-08-28,29.4,51,470,6.2,26,84.91999999999999,3.71,0.03333333333333333,Moderate
25,2023-08-29,28.7,73,474,6.0,27,83.66,3.86,0.7666666666666667,High
25,2023-08-30,29.1,68,679,6.5,28,84.38000000000001,4.0,0.6,High
25,2023-08-31,29.2,66,703,6.7,29,84.56,4.14,0.5333333333333333,High
25,2023-09-01,31.7,75,565,6.6,30,89.06,4.29,0.8333333333333334,High
25,2023-09-02,31.7,73,416,6.5,31,89.06,4.43,0.7666666666666667,High
25,2023-09-03,31.7,75,414,6.5,32,89.06,4.57,0.8333333333333334,High
25,2023-09-04,31.7,60,551,6.3,33,89.06,4.71,0.3333333333333333,Moderate
25,2023-09-05,32.0,76,648,6.2,34,89.6,4.86,0.8666666666666667,High
25,2023-09-06,32.1,73,416,6.2,35,89.78,5.0,0.7666666666666667,High
25,2023-09-07,31.5,59,657,6.6,36,88.7,5.14,0.3,Moderate
25,2023-09-08,29.8,75,649,6.2,37,85.64,5.29,0.8333333333333334,High
